ticker,sector,industry
SCR.PA,Financial Services,Insurance—Reinsurance
AMUN.PA,Financial Services,Asset Management
DG.PA,Industrials,Engineering & Construction
BN.PA,Consumer Defensive,Packaged Foods
AI.PA,Basic Materials,Specialty Chemicals
BVI.PA,Industrials,Consulting Services
GET.PA,Industrials,Railroads
ALD.PA,Industrials,Rental & Leasing Services
LR.PA,Industrials,Electrical Equipment & Parts
NEOEN.PA,Utilities,Utilities—Renewable
VRLA.PA,Consumer Cyclical,Packaging & Containers
FDJ.PA,Consumer Cyclical,Gambling
TE.PA,Energy,Oil & Gas Equipment & Services
BNR.DE,Basic Materials,Specialty Chemicals
SAX.DE,Communication Services,Advertising Agencies
SMHN.DE,Technology,Semiconductor Equipment & Materials
VTSC.F,Consumer Cyclical,Auto Parts
DTG.DE,Industrials,Farm & Heavy Construction Machinery
IOS.DE,Technology,Software—Infrastructure
BOSS.DE,Consumer Cyclical,Apparel Manufacturing
TLX.DE,Financial Services,Insurance—Diversified
O2D.DE,Communication Services,Telecom Services
GYC.DE,Real Estate,Real Estate Services
LEG.DE,Real Estate,Real Estate Services
EVK.DE,Basic Materials,Specialty Chemicals
KGX.DE,Industrials,Farm & Heavy Construction Machinery
VNA.DE,Real Estate,Real Estate Services
STM.DE,Industrials,Specialty Industrial Machinery
ZAL.DE,Consumer Cyclical,Internet Retail
WAF.DE,Technology,Semiconductors
G24.F,Real Estate,Real Estate Services
1COV.DE,Basic Materials,Specialty Chemicals
SHA.DE,Consumer Cyclical,Auto Parts
ADS.DE,Consumer Cyclical,Footwear & Accessories
CBK.DE,Financial Services,Banks—Regional
FRE.DE,Healthcare,Medical Care Facilities
UTDI.DE,Communication Services,Telecom Services
FIE.DE,Healthcare,Medical Instruments & Supplies
HNR1.DE,Financial Services,Insurance—Reinsurance
G1A.DE,Industrials,Specialty Industrial Machinery
DEZ.DE,Industrials,Specialty Industrial Machinery
CON.DE,Consumer Cyclical,Auto Parts
MRK.DE,Healthcare,Drug Manufacturers—Specialty & Generic
RWE.DE,Utilities,Utilities—Diversified
SAP.DE,Technology,Software—Application
EOAN.DE,Utilities,Utilities—Diversified
CEC.DE,Consumer Cyclical,Specialty Retail
PUM.DE,Consumer Cyclical,Footwear & Accessories
BAYN.DE,Healthcare,Drug Manufacturers—General
BAS.DE,Basic Materials,Chemicals
BEI.DE,Consumer Defensive,Household & Personal Products
HOT.DE,Industrials,Engineering & Construction
GBF.DE,Industrials,Engineering & Construction
DUE.DE,Industrials,Specialty Industrial Machinery
HEI.DE,Basic Materials,Building Materials
FME.DE,Healthcare,Medical Care Facilities
ALV.DE,Financial Services,Insurance—Diversified
SIX2.DE,Industrials,Rental & Leasing Services
LHA.DE,Industrials,Airlines
MUV2.DE,Financial Services,Insurance—Reinsurance
RHM.DE,Industrials,Aerospace & Defense
SZG.DE,Basic Materials,Steel
AIXA.DE,Technology,Semiconductor Equipment & Materials
JEN.DE,Technology,Electronic Components
VOW.DE,Consumer Cyclical,Auto Manufacturers
KRN.DE,Industrials,Specialty Industrial Machinery
JUN3.F,Industrials,Specialty Industrial Machinery
NEM.DE,Technology,Software—Application
TUI1.DE,Consumer Cyclical,Travel Services
ELG.DE,Technology,Semiconductors
TPE.DE,Industrials,Specialty Industrial Machinery
GFT.DE,Technology,Information Technology Services
SIE.DE,Industrials,Specialty Industrial Machinery
DBK.DE,Financial Services,Banks—Regional
BMW.DE,Consumer Cyclical,Auto Manufacturers
SDF.DE,Basic Materials,Agricultural Inputs
COK.DE,Technology,Information Technology Services
SZU.DE,Consumer Defensive,Packaged Foods
EVT.DE,Healthcare,Drug Manufacturers—Specialty & Generic
DTE.DE,Communication Services,Telecom Services
SRT3.DE,Healthcare,Medical Instruments & Supplies
EVD.F,Communication Services,Entertainment
IFX.DE,Technology,Semiconductors
RAA.DE,Industrials,Specialty Industrial Machinery
AFX.DE,Healthcare,Medical Instruments & Supplies
BC8.DE,Technology,Information Technology Services
DB1.DE,Financial Services,Financial Data & Stock Exchanges
FRA.DE,Industrials,Airports & Air Services
LXS.DE,Basic Materials,Specialty Chemicals
MTX.DE,Industrials,Aerospace & Defense
DWNI.DE,Real Estate,Real Estate Services
WCH.DE,Basic Materials,Specialty Chemicals
CE2.DE,Basic Materials,Specialty Chemicals
SY1.DE,Basic Materials,Specialty Chemicals
RRTL.DE,Communication Services,Broadcasting
RDC.DE,Healthcare,Pharmaceutical Retailers
FTK.DE,Financial Services,Capital Markets
DHER.DE,Consumer Cyclical,Internet Retail
COP.F,Healthcare,Health Information Services
FNTN.DE,Communication Services,Telecom Services
GXI.DE,Healthcare,Medical Instruments & Supplies
SFQ.DE,Consumer Cyclical,Auto Parts
HYQ.F,Financial Services,Credit Services
S92.DE,Technology,Solar
AT1.DE,Real Estate,Real Estate Services
HFG.F,Consumer Cyclical,Restaurants
BFSA.F,Industrials,Waste Management
1U1.DE,Communication Services,Telecom Services
SHL.DE,Healthcare,Medical Devices
DWS.F,Financial Services,Asset Management
MUX.DE,Financial Services,Asset Management
KBX.F,Consumer Cyclical,Auto Parts
ECV.DE,Utilities,Utilities—Renewable
8TRA.DE,Industrials,Farm & Heavy Construction Machinery
TMV.DE,Technology,Software—Application
AG1.F,Consumer Cyclical,Auto & Truck Dealerships
SYAB.DE,Healthcare,Diagnostics & Research
KRZ.IR,Consumer Defensive,Packaged Foods
FLTR.IR,Consumer Cyclical,Gambling
GL9.IR,Consumer Defensive,Packaged Foods
KRX.IR,Industrials,Building Products & Equipment
DHG.IR,Consumer Cyclical,Lodging
SK3.IR,Consumer Cyclical,Packaging & Containers
BIRG.IR,Financial Services,Banks—Regional
GVR.IR,Consumer Cyclical,Residential Construction
A5G.IR,Financial Services,Banks—Regional
AZRG.TA,Real Estate,Real Estate Services
ICL.TA,Basic Materials,Agricultural Inputs
MZTF.TA,Financial Services,Banks—Regional
PTNR.TA,Communication Services,Telecom Services
POLI.TA,Financial Services,Banks—Regional
LUMI.TA,Financial Services,Banks—Regional
ESLT.TA,Industrials,Aerospace & Defense
BEZQ.TA,Communication Services,Telecom Services
DSCT.TA,Financial Services,Banks—Regional
ENLT.TA,Utilities,Utilities—Renewable
CEL.TA,Communication Services,Telecom Services
SFER.MI,Consumer Cyclical,Luxury Goods
ARIS.MI,Utilities,Utilities—Renewable
IVG.MI,Industrials,Farm & Heavy Construction Machinery
TPRO.MI,Technology,Semiconductors
EGLA.MI,Industrials,Specialty Industrial Machinery
BC.MI,Consumer Cyclical,Luxury Goods
TRN.MI,Utilities,Utilities—Regulated Electric
AZM.MI,Financial Services,Asset Management
SRS.MI,Energy,Oil & Gas Refining & Marketing
ERG.MI,Utilities,Utilities—Renewable
ELN.MI,Healthcare,Medical Devices
UCG.MI,Financial Services,Banks—Regional
SPM.MI,Energy,Oil & Gas Equipment & Services
IRE.MI,Utilities,Utilities—Diversified
REY.MI,Technology,Information Technology Services
UNI.MI,Financial Services,Insurance—Diversified
US.MI,Financial Services,Insurance—Diversified
G.MI,Financial Services,Insurance—Diversified
BPSO.MI,Financial Services,Banks—Regional
BPE.MI,Financial Services,Banks—Regional
DAN.MI,Industrials,Specialty Industrial Machinery
ISP.MI,Financial Services,Banks—Regional
BRE.MI,Consumer Cyclical,Auto Parts
MB.MI,Financial Services,Banks—Regional
DLG.MI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PRT.MI,Technology,Electronics & Computer Distribution
HER.MI,Utilities,Utilities—Diversified
TOD.MI,Consumer Cyclical,Footwear & Accessories
IP.MI,Industrials,Specialty Industrial Machinery
A2A.MI,Utilities,Utilities—Diversified
ACE.MI,Utilities,Utilities—Diversified
BZU.MI,Basic Materials,Building Materials
IF.MI,Financial Services,Banks—Regional
SRG.MI,Utilities,Utilities—Regulated Gas
TIT.MI,Communication Services,Telecom Services
BMPS.MI,Financial Services,Banks—Regional
CE.MI,Financial Services,Banks—Regional
BSS.MI,Industrials,Specialty Industrial Machinery
ENEL.MI,Utilities,Utilities—Diversified
ENI.MI,Energy,Oil & Gas Integrated
TEN.MI,Energy,Oil & Gas Equipment & Services
REC.MI,Healthcare,Drug Manufacturers—General
CPR.MI,Consumer Defensive,Beverages—Wineries & Distilleries
MARR.MI,Consumer Defensive,Food Distribution
LDO.MI,Industrials,Aerospace & Defense
SES.MI,Technology,Information Technology Services
TIP.MI,Financial Services,Asset Management
MONC.MI,Consumer Cyclical,Apparel Manufacturing
ANIM.MI,Financial Services,Asset Management
FBK.MI,Financial Services,Banks—Regional
TNXT.MI,Technology,Information Technology Services
AMP.MI,Healthcare,Medical Distribution
PIA.MI,Consumer Cyclical,Auto Manufacturers
OVS.MI,Consumer Cyclical,Apparel Manufacturing
BGN.MI,Financial Services,Banks—Regional
INW.MI,Real Estate,Real Estate Services
PST.MI,Industrials,Conglomerates
BMED.MI,Financial Services,Banks—Regional
TGYM.MI,Consumer Cyclical,Leisure
PRY.MI,Industrials,Electrical Equipment & Parts
ZV.MI,Consumer Cyclical,Packaging & Containers
DIA.MI,Healthcare,Diagnostics & Research
ENAV.MI,Industrials,Airports & Air Services
IG.MI,Utilities,Utilities—Regulated Gas
MAIRE.MI,Industrials,Engineering & Construction
BAMI.MI,Financial Services,Banks—Regional
BFF.MI,Financial Services,Credit Services
DOV.MI,Financial Services,Banks—Regional
PIRC.MI,Consumer Cyclical,Auto Parts
NEXI.MI,Technology,Software—Infrastructure
STLAM.MI,Consumer Cyclical,Auto Manufacturers
VLK.AS,Financial Services,Banks—Regional
UMG.AS,Communication Services,Entertainment
EXO.AS,Industrials,Farm & Heavy Construction Machinery
PHARM.AS,Healthcare,Biotechnology
KPN.AS,Communication Services,Telecom Services
BESI.AS,Technology,Semiconductor Equipment & Materials
RAND.AS,Industrials,Staffing & Employment Services
PHIA.AS,Healthcare,Medical Devices
HEIA.AS,Consumer Defensive,Beverages—Brewers
ASM.AS,Technology,Semiconductor Equipment & Materials
WKL.AS,Industrials,Specialty Business Services
PNL.AS,Industrials,Integrated Freight & Logistics
ARCAD.AS,Industrials,Engineering & Construction
CRBN.AS,Basic Materials,Specialty Chemicals
VPK.AS,Energy,Oil & Gas Midstream
ASML.AS,Technology,Semiconductor Equipment & Materials
AD.AS,Consumer Defensive,Grocery Stores
AKZA.AS,Basic Materials,Specialty Chemicals
SBMO.AS,Energy,Oil & Gas Equipment & Services
TOM2.AS,Technology,Software—Application
OCI.AS,Basic Materials,Specialty Chemicals
IMCD.AS,Basic Materials,Specialty Chemicals
NN.AS,Financial Services,Insurance—Diversified
BAMNB.AS,Industrials,Engineering & Construction
FLOW.AS,Financial Services,Capital Markets
ABN.AS,Financial Services,Banks—Diversified
LIGHT.AS,Industrials,Electrical Equipment & Parts
AALB.AS,Industrials,Specialty Industrial Machinery
ASRNL.AS,Financial Services,Insurance—Diversified
AMG.AS,Basic Materials,Other Industrial Metals & Mining
INGA.AS,Financial Services,Banks—Diversified
TKWY.AS,Consumer Cyclical,Internet Retail
ADYEN.AS,Technology,Software—Infrastructure
PRX.AS,Communication Services,Internet Content & Information
JDEP.AS,Consumer Defensive,Packaged Foods
CTPNV.AS,Real Estate,Real Estate—Development
FUR.AS,Energy,Oil & Gas Equipment & Services
WAWI.OL,Industrials,Marine Shipping
GJF.OL,Financial Services,Insurance—Property & Casualty
SNI.OL,Industrials,Marine Shipping
AUTO.OL,Technology,Software—Infrastructure
SDRL.OL,Energy,Oil & Gas Drilling
HAUTO.OL,Industrials,Marine Shipping
CLCO.OL,Energy,Oil & Gas Midstream
VAR.OL,Energy,Oil & Gas E&P
NOD.OL,Technology,Semiconductors
AKER.OL,Industrials,Conglomerates
MOWI.OL,Consumer Defensive,Farm Products
KOG.OL,Industrials,Aerospace & Defense
LSG.OL,Consumer Defensive,Packaged Foods
SRBNK.OL,Financial Services,Banks—Regional
STB.OL,Financial Services,Financial Conglomerates
SCHA.OL,Communication Services,Publishing
YAR.OL,Basic Materials,Agricultural Inputs
TEL.OL,Communication Services,Telecom Services
SUBC.OL,Energy,Oil & Gas Equipment & Services
EQNR.OL,Energy,Oil & Gas Integrated
MING.OL,Financial Services,Banks—Regional
ODL.OL,Energy,Oil & Gas Drilling
AGAS.OL,Energy,Oil & Gas Midstream
AKSO.OL,Energy,Oil & Gas Equipment & Services
NHY.OL,Basic Materials,Aluminum
SCATC.OL,Utilities,Utilities—Renewable
ENTRA.OL,Real Estate,Real Estate Services
AUSS.OL,Consumer Defensive,Farm Products
TGS.OL,Energy,Oil & Gas Equipment & Services
DNO.OL,Energy,Oil & Gas E&P
PROT.OL,Financial Services,Insurance—Specialty
EPR.OL,Consumer Defensive,Discount Stores
PGS.OL,Energy,Oil & Gas Equipment & Services
ORK.OL,Consumer Defensive,Packaged Foods
SALM.OL,Consumer Defensive,Farm Products
GSF.OL,Consumer Defensive,Farm Products
SHLF.OL,Energy,Oil & Gas Drilling
MPCC.OL,Industrials,Marine Shipping
2020.OL,Industrials,Marine Shipping
ELK.OL,Basic Materials,Specialty Chemicals
HAFNI.OL,Industrials,Marine Shipping
ADE.OL,Communication Services,Internet Content & Information
OKEA.OL,Energy,Oil & Gas E&P
NYKD.OL,Healthcare,Biotechnology
DNB.OL,Financial Services,Banks—Regional
AKRBP.OL,Energy,Oil & Gas E&P
NVG.LS,Basic Materials,Paper & Paper Products
EGL.LS,Industrials,Engineering & Construction
SON.LS,Consumer Cyclical,Department Stores
NOS.LS,Communication Services,Telecom Services
BCP.LS,Financial Services,Banks—Regional
EDP.LS,Utilities,Utilities—Diversified
ALTR.LS,Basic Materials,Paper & Paper Products
GALP.LS,Energy,Oil & Gas Integrated
JMT.LS,Consumer Defensive,Food Distribution
RENE.LS,Utilities,Utilities—Diversified
EDPR.LS,Utilities,Utilities—Renewable
AMS.MC,Consumer Cyclical,Travel Services
FER.MC,Industrials,Infrastructure Operations
GRF.MC,Healthcare,Drug Manufacturers—General
OHLA.MC,Industrials,Engineering & Construction
ACX.MC,Basic Materials,Steel
ANA.MC,Industrials,Engineering & Construction
CAF.MC,Industrials,Railroads
ENG.MC,Utilities,Utilities—Regulated Gas
VIS.MC,Consumer Cyclical,Packaging & Containers
NTGY.MC,Utilities,Utilities—Regulated Gas
IDR.MC,Technology,Information Technology Services
REP.MC,Energy,Oil & Gas Integrated
ELE.MC,Utilities,Utilities—Regulated Electric
VID.MC,Consumer Cyclical,Packaging & Containers
EBRO.MC,Consumer Defensive,Packaged Foods
BKT.MC,Financial Services,Banks—Regional
SCYR.MC,Industrials,Engineering & Construction
MEL.MC,Consumer Cyclical,Lodging
A3M.MC,Communication Services,Entertainment
ITX.MC,Consumer Cyclical,Apparel Retail
PSG.MC,Industrials,Security & Protection Services
BBVA.MC,Financial Services,Banks—Diversified
SAN.MC,Financial Services,Banks—Diversified
TEF.MC,Communication Services,Telecom Services
ACS.MC,Industrials,Engineering & Construction
APPS.MC,Industrials,Specialty Business Services
LOG.MC,Industrials,Integrated Freight & Logistics
CIE.MC,Consumer Cyclical,Auto Parts
TRE.MC,Industrials,Engineering & Construction
AENA.MC,Industrials,Airports & Air Services
CLNX.MC,Real Estate,Real Estate Services
MAP.MC,Financial Services,Insurance—Diversified
GRE.MC,Industrials,Specialty Industrial Machinery
PHM.MC,Healthcare,Biotechnology
ENC.MC,Basic Materials,Paper & Paper Products
SAB.MC,Financial Services,Banks—Diversified
SLR.MC,Utilities,Utilities—Renewable
ALM.MC,Healthcare,Drug Manufacturers—Specialty & Generic
UNI.MC,Financial Services,Banks—Regional
IBE.MC,Utilities,Utilities—Diversified
CABK.MC,Financial Services,Banks—Regional
FDR.MC,Industrials,Specialty Industrial Machinery
ROVI.MC,Healthcare,Biotechnology
GEST.MC,Consumer Cyclical,Auto Parts
ANE.MC,Utilities,Utilities—Renewable
STOR-B.ST,Financial Services,Asset Management
VOLCAR-B.ST,Consumer Cyclical,Auto Manufacturers
ALLEI.ST,Basic Materials,Steel
TIGO-SDB.ST,Communication Services,Telecom Services
NEWA-B.ST,Consumer Cyclical,Specialty Retail
TREL-B.ST,Industrials,Specialty Industrial Machinery
HM-B.ST,Consumer Cyclical,Apparel Manufacturing
ASSA-B.ST,Industrials,Security & Protection Services
SHB-A.ST,Financial Services,Banks—Diversified
LUND-B.ST,Financial Services,Asset Management
SECU-B.ST,Industrials,Security & Protection Services
ERIC-B.ST,Technology,Communication Equipment
HUFV-A.ST,Real Estate,Real Estate—Diversified
SWED-A.ST,Financial Services,Banks—Regional
HOLM-B.ST,Basic Materials,Paper & Paper Products
TELIA.ST,Communication Services,Telecom Services
SECT-B.ST,Healthcare,Medical Devices
EKTA-B.ST,Healthcare,Medical Instruments & Supplies
PEAB-B.ST,Industrials,Engineering & Construction
NOLA-B.ST,Industrials,Conglomerates
TEL2-B.ST,Communication Services,Telecom Services
VITR.ST,Healthcare,Medical Devices
ADDT-B.ST,Industrials,Industrial Distribution
LAGR-B.ST,Technology,Electronic Components
NCC-B.ST,Industrials,Engineering & Construction
SEB-A.ST,Financial Services,Banks—Regional
SAAB-B.ST,Industrials,Aerospace & Defense
BALD-B.ST,Real Estate,Real Estate—Diversified
AXFO.ST,Consumer Defensive,Grocery Stores
BILL.ST,Basic Materials,Paper & Paper Products
GETI-B.ST,Healthcare,Medical Devices
SKA-B.ST,Industrials,Engineering & Construction
ALFA.ST,Industrials,Specialty Industrial Machinery
INVE-B.ST,Financial Services,Asset Management
KINV-B.ST,Financial Services,Asset Management
SAGA-B.ST,Real Estate,Real Estate Services
AAK.ST,Consumer Defensive,Packaged Foods
INDT.ST,Industrials,Industrial Distribution
SKIS-B.ST,Consumer Cyclical,Resorts & Casinos
BUFAB.ST,Industrials,Industrial Distribution
KAMBI.ST,Consumer Cyclical,Gambling
HUSQ-B.ST,Industrials,Tools & Accessories
CATE.ST,Real Estate,Real Estate—Diversified
CAST.ST,Real Estate,Real Estate—Development
AFRY.ST,Industrials,Engineering & Construction
GRNG.ST,Basic Materials,Aluminum
THULE.ST,Consumer Cyclical,Leisure
NIBE-B.ST,Industrials,Building Products & Equipment
LIFCO-B.ST,Industrials,Conglomerates
JM.ST,Consumer Cyclical,Residential Construction
SSAB-A.ST,Basic Materials,Steel
MTG-B.ST,Communication Services,Electronic Gaming & Multimedia
EVO.ST,Consumer Cyclical,Gambling
TROAX.ST,Industrials,Specialty Industrial Machinery
SOBI.ST,Healthcare,Drug Manufacturers—Specialty & Generic
KIND-SDB.ST,Consumer Cyclical,Gambling
LIAB.ST,Industrials,Building Products & Equipment
PNDX-B.ST,Real Estate,Real Estate Services
ELUX-B.ST,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SINCH.ST,Communication Services,Telecom Services
BRAV.ST,Industrials,Engineering & Construction
DOM.ST,Consumer Cyclical,Leisure
SHOT.ST,Consumer Cyclical,Lodging
CAMX.ST,Healthcare,Biotechnology
ALIF-B.ST,Healthcare,Medical Instruments & Supplies
BIOT.ST,Healthcare,Medical Instruments & Supplies
SAND.ST,Industrials,Specialty Industrial Machinery
ATRLJ-B.ST,Real Estate,Real Estate—Development
INDU-A.ST,Financial Services,Asset Management
SCA-B.ST,Basic Materials,Lumber & Wood Production
BEIJ-B.ST,Industrials,Specialty Industrial Machinery
SKF-B.ST,Industrials,Tools & Accessories
VOLV-B.ST,Industrials,Farm & Heavy Construction Machinery
SWEC-B.ST,Industrials,Engineering & Construction
BOL.ST,Basic Materials,Other Industrial Metals & Mining
FNOX.ST,Technology,Software—Application
HEXA-B.ST,Technology,Scientific & Technical Instruments
PDX.ST,Communication Services,Electronic Gaming & Multimedia
FABG.ST,Real Estate,Real Estate Services
LATO-B.ST,Financial Services,Asset Management
HMS.ST,Technology,Communication Equipment
MIPS.ST,Consumer Cyclical,Leisure
AMBEA.ST,Healthcare,Medical Care Facilities
SDIP-B.ST,Industrials,Infrastructure Operations
INSTAL.ST,Industrials,Engineering & Construction
MTRS.ST,Industrials,Pollution & Treatment Controls
SUS.ST,Healthcare,Health Information Services
ESSITY-B.ST,Consumer Defensive,Household & Personal Products
MCOV-B.ST,Healthcare,Medical Care Facilities
BOOZT.ST,Consumer Cyclical,Apparel Retail
HPOL-B.ST,Basic Materials,Specialty Chemicals
LOOMIS.ST,Industrials,Security & Protection Services
BIOA-B.ST,Healthcare,Biotechnology
ARJO-B.ST,Healthcare,Medical Distribution
CORE-B.ST,Real Estate,Real Estate Services
EPI-A.ST,Industrials,Farm & Heavy Construction Machinery
NCAB.ST,Technology,Electronic Components
SF.ST,Communication Services,Electronic Gaming & Multimedia
NYF.ST,Real Estate,Real Estate Services
EQT.ST,Financial Services,Asset Management
EPRO-B.ST,Industrials,Specialty Industrial Machinery
SAVE.ST,Financial Services,Capital Markets
HEM.ST,Communication Services,Internet Content & Information
OX2.ST,Utilities,Utilities—Renewable
AUTN.SW,Consumer Cyclical,Auto Parts
DKSH.SW,Industrials,Consulting Services
BKW.SW,Utilities,Utilities—Renewable
BANB.SW,Basic Materials,Chemicals
ACLN.SW,Industrials,Aerospace & Defense
KARN.SW,Industrials,Specialty Industrial Machinery
PSPN.SW,Real Estate,Real Estate Services
INRN.SW,Industrials,Specialty Industrial Machinery
EMMN.SW,Consumer Defensive,Packaged Foods
DOKA.SW,Industrials,Security & Protection Services
SCMN.SW,Communication Services,Telecom Services
COTN.SW,Technology,Scientific & Technical Instruments
LISN.SW,Consumer Defensive,Confectioners
SUN.SW,Industrials,Specialty Industrial Machinery
KOMN.SW,Industrials,Specialty Industrial Machinery
GIVN.SW,Basic Materials,Specialty Chemicals
BEAN.SW,Industrials,Building Products & Equipment
SOON.SW,Healthcare,Medical Devices
UHR.SW,Consumer Cyclical,Luxury Goods
HELN.SW,Financial Services,Insurance—Diversified
OERL.SW,Industrials,Specialty Industrial Machinery
IFCN.SW,Technology,Scientific & Technical Instruments
SGSN.SW,Industrials,Consulting Services
BARN.SW,Consumer Defensive,Confectioners
ALLN.SW,Real Estate,Real Estate Services
SPSN.SW,Real Estate,Real Estate Services
FHZN.SW,Industrials,Airports & Air Services
SFZN.SW,Healthcare,Drug Manufacturers—Specialty & Generic
SLHN.SW,Financial Services,Insurance—Diversified
EMSN.SW,Basic Materials,Specialty Chemicals
NOVN.SW,Healthcare,Drug Manufacturers—General
ABBN.SW,Industrials,Electrical Equipment & Parts
ROG.SW,Healthcare,Drug Manufacturers—General
HOLN.SW,Basic Materials,Building Materials
TECN.SW,Healthcare,Medical Instruments & Supplies
CLN.SW,Basic Materials,Specialty Chemicals
VONN.SW,Financial Services,Asset Management
BALN.SW,Financial Services,Insurance—Diversified
HUBN.SW,Technology,Communication Equipment
TEMN.SW,Technology,Software—Application
LONN.SW,Healthcare,Diagnostics & Research
VATN.SW,Financial Services,Banks—Regional
ZURN.SW,Financial Services,Insurance—Diversified
ADEN.SW,Industrials,Staffing & Employment Services
NESN.SW,Consumer Defensive,Packaged Foods
BUCN.SW,Industrials,Specialty Industrial Machinery
ALSN.SW,Technology,Electronics & Computer Distribution
MOBN.SW,Real Estate,Real Estate—Diversified
EFGN.SW,Financial Services,Banks—Diversified
CFR.SW,Consumer Cyclical,Luxury Goods
CMBN.SW,Financial Services,Banks—Regional
DUFN.SW,Consumer Cyclical,Specialty Retail
SFSN.SW,Industrials,Tools & Accessories
BOSN.SW,Industrials,Industrial Distribution
PGHN.SW,Financial Services,Asset Management
SCHN.SW,Industrials,Specialty Industrial Machinery
KNIN.SW,Industrials,Integrated Freight & Logistics
UBSG.SW,Financial Services,Banks—Diversified
BCHN.SW,Industrials,Specialty Industrial Machinery
LOGN.SW,Technology,Computer Hardware
VACN.SW,Industrials,Specialty Industrial Machinery
GEBN.SW,Industrials,Building Products & Equipment
SQN.SW,Financial Services,Capital Markets
DAE.SW,Industrials,Industrial Distribution
UBXN.SW,Technology,Communication Equipment
GALE.SW,Healthcare,Medical Distribution
ARYN.SW,Consumer Defensive,Packaged Foods
LAND.SW,Industrials,Electrical Equipment & Parts
SIKA.SW,Basic Materials,Specialty Chemicals
SIGN.SW,Consumer Cyclical,Packaging & Containers
ALC.SW,Healthcare,Medical Instruments & Supplies
SRAIL.SW,Industrials,Railroads
SREN.SW,Financial Services,Insurance—Reinsurance
SWON.SW,Technology,Software—Application
BAER.SW,Financial Services,Asset Management
FORN.SW,Industrials,Building Products & Equipment
ENT.L,Consumer Cyclical,Gambling
JUP.L,Financial Services,Asset Management
OCDO.L,Consumer Defensive,Grocery Stores
IAG.L,Industrials,Airlines
GLEN.L,Basic Materials,Other Industrial Metals & Mining
CEY.L,Basic Materials,Gold
WISE.L,Technology,Information Technology Services
SHEL.L,Energy,Oil & Gas Integrated
HLN.L,Healthcare,Drug Manufacturers—Specialty & Generic
BREE.L,Basic Materials,Building Materials
CNA.L,Utilities,Utilities—Independent Power Producers
MSLH.L,Basic Materials,Building Materials
HFD.L,Consumer Cyclical,Specialty Retail
PFD.L,Consumer Defensive,Packaged Foods
PAY.L,Technology,Software—Infrastructure
SBRY.L,Consumer Defensive,Grocery Stores
GKP.L,Energy,Oil & Gas E&P
ADM.L,Financial Services,Insurance—Property & Casualty
GRI.L,Real Estate,Real Estate Services
CHG.L,Industrials,Aerospace & Defense
CKN.L,Industrials,Marine Shipping
GNS.L,Healthcare,Biotechnology
RAT.L,Financial Services,Asset Management
CWK.L,Consumer Defensive,Packaged Foods
CRDA.L,Basic Materials,Specialty Chemicals
FUTR.L,Communication Services,Publishing
RDW.L,Consumer Cyclical,Residential Construction
RSW.L,Technology,Scientific & Technical Instruments
RTO.L,Industrials,Specialty Business Services
ROR.L,Industrials,Specialty Industrial Machinery
NWG.L,Financial Services,Banks—Regional
ANTO.L,Basic Materials,Copper
AHT.L,Industrials,Rental & Leasing Services
BDEV.L,Consumer Cyclical,Residential Construction
BWY.L,Consumer Cyclical,Residential Construction
GAW.L,Consumer Cyclical,Leisure
HLMA.L,Industrials,Conglomerates
HAS.L,Industrials,Staffing & Employment Services
WEIR.L,Industrials,Specialty Industrial Machinery
DPH.L,Healthcare,Drug Manufacturers—General
BAB.L,Industrials,Engineering & Construction
SYNT.L,Basic Materials,Specialty Chemicals
AZN.L,Healthcare,Drug Manufacturers—General
CBG.L,Financial Services,Banks—Regional
STJ.L,Financial Services,Asset Management
KCT.L,Technology,Information Technology Services
TPK.L,Industrials,Building Products & Equipment
SSE.L,Utilities,Utilities—Diversified
SRP.L,Industrials,Specialty Business Services
BP.L,Energy,Oil & Gas Integrated
RWI.L,Industrials,Waste Management
SGE.L,Technology,Software—Application
MGNS.L,Industrials,Engineering & Construction
SMDS.L,Consumer Cyclical,Packaging & Containers
NXT.L,Consumer Cyclical,Apparel Retail
COA.L,Consumer Cyclical,Textile Manufacturing
RR.L,Industrials,Aerospace & Defense
DSCV.L,Technology,Electronic Components
BNZL.L,Consumer Defensive,Food Distribution
JDW.L,Consumer Cyclical,Restaurants
EZJ.L,Industrials,Airlines
DPLM.L,Industrials,Industrial Distribution
VTY.L,Consumer Cyclical,Residential Construction
PRU.L,Financial Services,Insurance—Life
BATS.L,Consumer Defensive,Tobacco
SPX.L,Industrials,Specialty Industrial Machinery
LLOY.L,Financial Services,Banks—Regional
TATE.L,Consumer Defensive,Packaged Foods
TW.L,Consumer Cyclical,Residential Construction
TEP.L,Utilities,Utilities—Diversified
TSCO.L,Consumer Defensive,Grocery Stores
WG.L,Energy,Oil & Gas Integrated
ITRK.L,Industrials,Specialty Business Services
BRBY.L,Consumer Cyclical,Luxury Goods
BBY.L,Industrials,Engineering & Construction
HILS.L,Industrials,Engineering & Construction
HTG.L,Energy,Oil & Gas Equipment & Services
IMB.L,Consumer Defensive,Tobacco
ICP.L,Financial Services,Asset Management
IMI.L,Industrials,Specialty Industrial Machinery
PAGE.L,Industrials,Staffing & Employment Services
ITV.L,Communication Services,Broadcasting
